410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm,810nm,860nm,900nm,940nm,label
1.6990523097631722,1.5976752053091938,1.5738739601701703,1.6243762244828315,1.6750460306159374,1.5340419534939966,1.7956279677896436,1.6349150542414965,1.6712029054804163,1.518397684146856,1.999534141472146,1.4653856356408976,1.452688962654805,1.3380714620414316,1.702894508017056,1.8834410486268498,1.5650213604441694,1.1701306160017724,PE
2.2611845169691396,2.5825824603631795,2.3434880773703153,2.561888860633088,2.8172134059437,2.2087928812807736,2.0847296504665613,2.381429175113767,2.3710011544884493,2.2296322844793357,1.8192827815517412,1.8368618382665158,2.0253362037826905,1.5011928327811774,1.8014163227392264,1.7250258054384258,2.003086638757729,1.3441793806498656,PE
2.234486945615377,3.0086115627886674,2.9649289539906363,2.5807063408897464,3.047832390477322,2.6495458639346623,2.181944863756467,2.356163820410407,2.759489873929924,2.1713334805126374,2.762032443726854,2.003588317745512,2.6059785727570266,2.0016542553064993,2.1217643164062023,2.116884589157203,2.3564130878091065,1.408831804523169,PE
2.173614296266681,2.0200710343370263,2.3237803692745547,1.895056389200483,2.003831265635589,1.9037368594476203,2.020506757021184,1.881069487314442,1.8028320818658976,1.675914996838767,2.4920344181543523,1.6691095962719098,1.6017890310396008,1.5200617615403604,1.8018562253993582,2.2674578413470967,1.6137021119416846,1.2158940894308612,PE
3.620632192791448,3.186958516579018,3.825718692959758,3.3234559402565007,3.5100008296451306,3.499467856217002,3.5797323974332604,3.2442776508455107,3.515490707924738,3.037676680325564,6.146893078612604,2.9960694843873363,3.040549647005558,2.6646923312111976,3.399579276153981,6.199290959412557,2.97760538181261,1.4965310452243863,PE
2.0970724838083643,1.892927610644894,1.9710297513307284,1.9293136269335682,2.0610496734272874,1.9284869858584313,1.984313215218281,1.9157292303539397,2.024658185555453,1.7098349656862775,2.539040582336165,1.66310603854621,1.599505056249553,1.4994021486989868,1.8997405959610991,2.8421664578761088,1.5978608289439125,1.2226014762201183,PE
2.9922836005704667,3.4215951883323954,3.6980538437517643,3.875524072042439,4.379106440395007,4.441632048280352,3.1888221997909603,3.0358834658834324,3.553642668334436,2.625014894224729,3.344536530697947,2.5725466627387163,2.6960239629071685,2.384612401609602,3.169664360579566,4.109355964269648,2.140630375777457,1.4202970573568152,PE
1.968493980969831,2.316263664222285,2.702006709012863,1.591335057613286,1.9524613634098473,2.130123619827836,1.3038876082147504,1.5214670596547173,1.6024870533902809,1.6954705092050915,2.674206463085646,1.6648388597146566,1.8850755454829335,1.6703766638144677,1.4971109747430427,1.8662055133987605,1.8018691127287307,1.3415302852974356,PE
1.7004642352947525,1.594364672031218,1.5775575125197947,1.6269630738115304,1.6784679559950633,1.5351083638564886,1.799131490037935,1.6385221307742746,1.6745355520235552,1.5161372399492943,2.002307377428542,1.4577702095027811,1.4514407539587895,1.3385839523744139,1.6984281148982359,1.8834885032347877,1.570573328764108,1.1691901371683955,PE
2.2569560894058314,2.577381343378119,2.347809239254364,2.5590380767242897,2.816409920490866,2.2092343840061917,2.088647885474814,2.3803156125449236,2.368027576733696,2.225492341576265,1.8187350270737233,1.8349885657994802,2.025397560971821,1.5035987541983455,1.798453894139918,1.7232636828733112,1.9991890603223694,1.3420707909604357,PE
